base_if_frequency_mhz	lo_frequency_ghz	if_amplitude	g	phi	I_offset	Q_offset	sfdr_db
19.422	2.57	0.0005	0.039062500000000014	0.006249999999999995	0.007602670858162672	0.002276321292555757	6.276123046875
19.422	2.57	0.008692307692307694	0.011258732866527777	0.24547998014884975	0.008076863463483613	0.0025537048301853523	36.16830825805664
19.422	2.57	0.016884615384615387	0.004195589352431039	0.25063860382932224	0.007871977858149689	0.0023164000216149396	39.87244415283203
19.422	2.57	0.02507692307692308	0.0078113068957201045	0.25907492057002135	0.007937599157149478	0.0024779934825052046	47.99961471557617
19.422	2.57	0.03326923076923077	0.010684084355131669	0.26363131699181075	0.007806261861183724	0.0024175926820636223	49.49742126464844
19.422	2.57	0.041461538461538466	0.009049045380658677	0.2633233936522142	0.00790222586486909	0.0021561435354716363	49.79855728149414
19.422	2.57	0.04965384615384616	0.009093912898031565	0.2639056619115596	0.007871345315594065	0.0020315351080217804	49.972320556640625
19.422	2.57	0.05784615384615385	0.009338889411812913	0.2671518743307531	0.007756975492358972	0.002080856089041778	47.171016693115234
19.422	2.57	0.06603846153846155	0.010630511447018279	0.26990544323709015	0.007741719543830324	0.0019125422346677882	46.017372131347656
19.422	2.57	0.07423076923076924	0.01059165558112627	0.27193980065860407	0.007595735230799749	0.0019673537227890225	45.90787887573242
19.422	2.57	0.08242307692307693	0.011026882775146893	0.2720780533365976	0.007286084295823751	0.0017432210744909422	44.879669189453125
19.422	2.57	0.09061538461538463	0.011429416876305274	0.2745631562639098	0.007489598012418481	0.0019558662837243297	42.73365020751953
19.422	2.57	0.09880769230769232	0.011766298791955183	0.2754204466526905	0.007335993382386859	0.0017242865590832782	42.260393142700195
19.422	2.57	0.10700000000000001	0.011040787398057025	0.2769825680198484	0.007237202075575383	0.0018613006228171988	40.69881248474121
19.422	2.57	0.1151923076923077	0.010752239250299332	0.2785959798832661	0.007370520937352799	0.0016779117441913275	39.73293495178223
19.422	2.57	0.1233846153846154	0.01044976630650256	0.2800122409227176	0.007086176806284005	0.0018388677333134886	39.74201774597168
