base_if_frequency_mhz	lo_frequency_ghz	if_amplitude	g	phi	I_offset	Q_offset	sfdr_db
23.738	2.57	0.0005	0.03615722805261612	0.03912351792678237	0.007971072659165655	0.0023268918549547387	11.715827941894531
23.738	2.57	0.008692307692307694	-0.016105078160762783	0.23343332475051282	0.008345896176797395	0.002745855772718641	37.12336349487305
23.738	2.57	0.016884615384615387	-0.021171073960698557	0.2574596217376324	0.008132786975875208	0.0025978163762374615	43.30028533935547
23.738	2.57	0.02507692307692308	-0.02324814012152673	0.2696679585618213	0.008051152631014705	0.002741048263669655	46.461647033691406
23.738	2.57	0.03326923076923077	-0.02070582201384641	0.27876956927565455	0.008009774416738637	0.0026781006999042644	43.93829345703125
23.738	2.57	0.041461538461538466	-0.02144432481311674	0.2826915796245793	0.007811148460193054	0.0021734651621043506	47.30269241333008
23.738	2.57	0.04965384615384616	-0.02074375566028471	0.29030485705988207	0.007963813724283553	0.0022573663314117602	43.05379867553711
23.738	2.57	0.05784615384615385	-0.020493388864476624	0.2979708677954385	0.007815798357103762	0.002178076500369455	41.4154167175293
23.738	2.57	0.06603846153846155	-0.020859224161747302	0.3013197670803402	0.007560922861582014	0.0019992158512691927	39.2126579284668
23.738	2.57	0.07423076923076924	-0.021005754693947346	0.30685978618395005	0.007680614932093789	0.002039987615665602	38.884281158447266
23.738	2.57	0.08242307692307693	-0.020859522148571525	0.3097112224711146	0.007507585471018584	0.0019711309514090017	36.9924373626709
23.738	2.57	0.09061538461538463	-0.020675217881403477	0.31427895401549005	0.00737421750046186	0.0019851822585618436	36.37448692321777
23.738	2.57	0.09880769230769232	-0.020224698905263176	0.3154640926038248	0.007154400095840319	0.0019685722013060057	34.801475524902344
23.738	2.57	0.10700000000000001	-0.021273129257502105	0.3178564802238817	0.0071461314030222284	0.0019166113030246847	34.11701011657715
23.738	2.57	0.1151923076923077	-0.020730608023169287	0.3184633234111318	0.007163064057681967	0.0020850612166976165	33.46891975402832
23.738	2.57	0.1233846153846154	-0.021664462520249634	0.31896395223215995	0.0071895855281947085	0.0020439440483329126	32.7609806060791
23.738	2.57	0.1315769230769231	-0.023020435778864166	0.319790715780117	0.007021705968970958	0.0021581183481769297	32.048526763916016
23.738	2.57	0.13976923076923078	-0.0237866521522937	0.319318070554917	0.007111932801792784	0.002147539540396581	31.42230987548828
23.738	2.57	0.14796153846153848	-0.025059705966950733	0.3193262129335639	0.006971008791909036	0.0020809616818267054	30.570301055908203
23.738	2.57	0.15615384615384617	-0.026246367659043354	0.31956924140369786	0.00681954433387792	0.0020655359262716656	29.902002334594727
